review,stemmed_review,final_login_verifikasi,final_efisiensi,final_layanan_pengguna,final_responsivitas
Customer Service nya bagus sekali😍🥰,"['customer', 'service', 'nya', 'bagus']",0,0,2,0
Sya sulit identifikasi wajah sudah diikuti intruksik nya ttp saja,"['sulit', 'identifikasi', 'wajah', 'ikut', 'intruksik', 'nya']",1,0,0,0
Ribet mau ganti kata sandi juga... Ribet ribet kamu,"['ribet', 'ganti', 'sandi', 'ribet', 'ribet']",1,0,0,0
"Smapknya sangat memmbantu, respon adminya pun sangat memuaskan membantu maaalah ketika susah login, dan membantu semua pertanyaan tentang apk ini","['smapknya', 'memmbantu', 'respon', 'adminya', 'muas', 'bantu', 'maaalah', 'susah', 'login', 'bantu', 'apk']",1,2,2,0
"kenapa saya saat mau daftar NIK saya telah terdaftar, terus mau, merubah melalui lupa sandi, terus nunggu email masuk kok gak masuk masuk","['daftar', 'nik', 'daftar', 'rubah', 'lupa', 'sandi', 'tunggu', 'email', 'masuk', 'masuk', 'masuk']",1,0,0,0
fast respon untuk ubah nomor hp...,"['fast', 'respon', 'ubah', 'nomor', 'hp']",2,0,2,0
"Saya tidak pernah daftar kok tiba-tiba bilang data saya sudah ada. Pas mau rubah pasword, kok dikirim link ke email yang saya tidak kenal. Apa data saya dibocorkan","['daftar', 'tibatiba', 'bilang', 'data', 'pas', 'rubah', 'pasword', 'kirim', 'link', 'email', 'kenal', 'data', 'bocor']",1,0,0,0
Respon admin cepat dalam menanggapi masalah,"['respon', 'admin', 'cepat', 'tanggap']",0,0,2,0
"Ini apk knpa sih padahal sebelumnya belum pernah daftar,tapi sekarang daftar ga bisa.","['apk', 'sih', 'daftartapi', 'daftar']",1,0,0,0
"Tak kasih bintang 2 dulu, Kenapa gabisa verifikasi wajah ya min, tolong dong","['kasih', 'bintang', 'enggak bisa', 'verifikasi', 'wajah', 'ya', 'min', 'tolong']",1,0,0,0
"Saya menggunakan aplikasi ini untuk keperluan tandatangan dari dokumen2 yang saya terima, aplikasi sangat mudah untuk digunakan, proses pendaftaran juga sangat detail sehingga tanda tangan digital ini terpercaya.","['perlu', 'tandatangan', 'dokumen', 'terima', 'mudah', 'proses', 'daftar', 'detail', 'tanda', 'tangan', 'digital', 'percaya']",2,2,0,0
"Ganti nomor telepon ribet amat, email balasan juga nggk nyambung","['ganti', 'nomor', 'telepon', 'ribet', 'email', 'balas', 'sambung']",1,0,1,0
Kenapa pas mau swab foto selalu gagal jelas² wajah saya tidak ada yg berubah Parah banget nih apk,"['pas', 'swab', 'foto', 'gagal', 'wajah', 'ubah', 'parah', 'banget', 'nih', 'apk']",1,0,0,0
Masih terkendala dengan form log in.,"['kendala', 'form', 'log']",1,0,0,0
"sangat, cepat respon","['cepat', 'respon']",0,0,2,0
pelayananya mantap dan prosesnya cepat trimakaaih privy,"['pelayananya', 'mantap', 'proses', 'cepat', 'trimakaaih']",0,2,2,0
"Pas mau daftar kok tulisannya sudah terdaftar, padahal saya baru saja download, mohon solusinya min","['pas', 'daftar', 'tulis', 'daftar', 'download', 'mohon', 'solusi', 'min']",1,0,0,0
"Aplikasih bobrok ,gak bermutu dan tidak berguna ,penggunaan dan sisitem support bantuanya tidak membantu dan tidak ada kemudahan untuk pengguna","['aplikasih', 'bobrok', 'mutu', 'guna', 'guna', 'sisitem', 'support', 'bantuanya', 'bantu', 'mudah', 'guna']",0,1,1,0
"Saya belum tahu app nya saat digunakan bagus atau tidak. Karena saya masih tahap mendaftar tadi, dan untuk bagian swafoto, sayangnya tidak berhasil terus pdhl saya sudah mengikuti instruksi. Saya ulang dari awal, hasil tetap sama. Maaf ya saya beri bintang dua.","['app', 'nya', 'bagus', 'tahap', 'daftar', 'swafoto', 'sayang', 'hasil', 'ikut', 'instruksi', 'ulang', 'hasil', 'maaf', 'ya', 'bintang']",1,0,0,0
"tidak bisa login dan pasword, padahal sudah benar semua, minta tolong kedepanya di perbaiki","['login', 'pasword', 'tolong', 'depa', 'baik']",1,0,0,0
Ga bisa masuk njir parah dah di update juga,"['masuk', 'anjir', 'parah', 'deh', 'update']",1,0,0,0
User ID gk bs bikin sendiri. Jd ribet harus inget2 user id yg ribet dr privy. Ad*be sign lbh simple. Gk pake balance2 ky privy jg. Tinggal sign. Beres. Simpel,"['user', 'id', 'bikin', 'ribet', 'user', 'id', 'ribet', 'adbe', 'sign', 'simple', 'pakai', 'balance', 'kaya', 'tinggal', 'sign', 'beres', 'simpel']",1,0,0,0
"Sampah ga bisa login , ga niat ini aplikasi","['sampah', 'login', 'niat']",1,0,0,0
Akun saya kenapa gak bisa login.,"['akun', 'login']",1,0,0,0
Sdh berhasil daftar dan cb pasang berfungsi dengan baik. Mantap,"['hasil', 'daftar', 'coba', 'pasang', 'fungsi', 'mantap']",2,2,0,0
Admin yg selalu mendengarkan saran mantap,"['admin', 'dengar', 'saran', 'mantap']",0,0,2,0
Foto minta retake terus aneh,"['foto', 'retake', 'aneh']",1,0,0,0
Tolong saya lupa id saya udah kirim mpemulihan tapi gagal terus harap bantu.,"['tolong', 'lupa', 'id', 'kirim', 'mpemulihan', 'gagal', 'harap', 'bantu']",1,0,0,0
Aplikasi tolol pw sudah bener dan mau ganti pw sudah ganti malahan error' banyak makan uang gaji gede jadi makin hancur aplikasi,"['tolol', 'pw', 'ganti', 'pw', 'ganti', 'error', 'makan', 'uang', 'gaji', 'gede', 'hancur']",1,0,0,0
"Ada apa dengan aplikasi ini,,tidak bisa login .","['initidak', 'login']",1,0,0,0
NIK KOK UDAH KE PAKE PADAHAL BARU DAFTAR,"['nik', 'pakai', 'daftar']",1,0,0,0
"Saya baru pertama x daftar bahkan pertama x download aplikasi ini,izin bertanya sama developer,inikan pertama x saya daftar bahkan pertama x saya download kenapa pada saat saya daftar tinggal OK di proses terakhir malah muncul keterangan GAGAL KARENA SUDAH TERDAFTAR?? giliran log in ga bisa? Tolong d jawab saya perlu untuk ttd dengan perusahaan. Trmksh","['kali', 'daftar', 'kali', 'download', 'iniizin', 'developerinikan', 'kali', 'daftar', 'kali', 'download', 'daftar', 'tinggal', 'ok', 'proses', 'muncul', 'terang', 'gagal', 'daftar', 'gilir', 'log', 'tolong', 'ttd', 'usaha', 'trmksh']",1,0,0,0
Respon adminnya cepet👍👍,"['respon', 'adminnya', 'cepat']",0,0,2,0
Mudah dan responsif helpdesk nya,"['mudah', 'responsif', 'helpdesk', 'nya']",0,0,2,0
"Mempersulit pendaftaran brimo Capek ngambil video terus2an, benerin sistemmu","['sulit', 'daftar', 'brimo', 'capek', 'ngambil', 'video', 'terus', 'benerin', 'sistem']",1,0,0,0
"Aplikasi gak guna bikin susah ,e kyc gagal lagian ngapa di bikin ribet foto udah,video aja harus make kata kata juga ga jelas","['bikin', 'susah', 'e', 'kyc', 'gagal', 'ngapa', 'bikin', 'ribet', 'foto', 'udahvideo', 'pakai']",1,0,0,0
"Tolol gw registrasi sejam an gk di regis Regis"" babi","['tolol', 'gue', 'registrasi', 'jam', 'an', 'regis', 'regis', 'babi']",1,0,0,0
respon gesit.. mantap,"['respon', 'gesit', 'mantap']",0,0,2,0
"Tidak bisa login dgn password yg dibuat, padahal sudah benar.. Mau reset password Email yg teregistrasipun di bilang invalid.. Aplikasi yang tidak berguna..","['login', 'password', 'reset', 'password', 'email', 'registrasi', 'bilang', 'invalid', 'guna']",1,0,0,0
"Udah register pake ktp, foto udah kaya pinjol, eh login kaga bisa","['register', 'pakai', 'ktp', 'foto', 'kayak', 'pinjol', 'eh', 'login', 'kagak']",1,0,0,0
"Tidak bisa login padahal privy id dan sandi sudah benar. Setiap memasukkan privyid selalu ada notif ""terlalu banyak percobaan masuk. Mohon tunggu 60detik"" padahal belum login sama sekali.","['login', 'id', 'sandi', 'masuk', 'notif', 'coba', 'masuk', 'mohon', 'tunggu', 'detik', 'login']",1,0,0,0
"good, cs nya sangat ramah dan membantu sekali","['good', 'cs', 'nya', 'ramah', 'bantu']",0,0,2,0
"Sejauh ini cukup baik digunakan, hanya untuk kode verifikasi yang terlalu telat masuk ke no Hp juga email. Mohon dikembangkan lagi.","['kode', 'verifikasi', 'telat', 'masuk', 'no', 'hp', 'email', 'mohon', 'kembang']",1,0,0,0
"alhamdulillah, sedikit paham. walau awal2 belum bisa menggunakannya. cs sangat2 sigap dalam respon","['alhamdulillah', 'paham', 'guna', 'cs', 'sigap', 'respon']",0,0,2,0
Percumah complain karena tidak ada solusi..,"['percumah', 'complain', 'solusi']",0,0,1,0
"Serasa kaya dipermainin, verifikasi ktp kaga bisa, diminta upload KK, udah upload kk tetep gak bisa, udah ngehubungin customer service via wa/email kaga bisa ngebantu sama sekali, gak jelas amat","['serasa', 'kayak', 'main', 'verifikasi', 'ktp', 'kagak', 'upload', 'kakak', 'upload', 'kakak', 'ngehubungin', 'customer', 'service', 'via', 'waemail', 'kagak', 'bantu']",1,0,1,0
mantap pokok .cepat respon ya,"['mantap', 'pokok', 'cepat', 'respon', 'ya']",0,0,2,0
Aplikasi hebat...salut sama cs nya makasih ya .....sukses selalu,"['hebatsalut', 'cs', 'nya', 'terima kasih', 'ya', 'sukses']",0,0,2,0
"Katanya untuk mempermudah urusan segala macam, tapi kok ribet ya nunggu diverifikasi hampir setengah jam masih aja verifikasi, tolong dong diperbaiki dan dipermudah hadehhh gini amat layanan diindonesia","['mudah', 'urus', 'ribet', 'ya', 'tunggu', 'verifikasi', 'jam', 'verifikasi', 'tolong', 'baik', 'mudah', 'hadehhh', 'layan', 'indonesia']",1,1,0,0
super cepat respon,"['super', 'cepat', 'respon']",0,0,2,0
Cs sangat respon sekali saat kita ada kendala,"['cs', 'respon', 'kendala']",0,0,2,0
Respon Cs cepet banget.mkshv,"['respon', 'cs', 'cepat', 'bangetmkshv']",0,0,2,0
pelayanan cs nya sangat baik,"['layan', 'cs', 'nya']",0,0,2,0
Kemudahan penggunaan dan registrasi,"['mudah', 'guna', 'registrasi']",2,2,0,0
Fast respon csnya.. sahur kelar update data..,"['fast', 'respon', 'csnya', 'sahur', 'kelar', 'update', 'data']",0,0,2,0
"Ka saya sudah login ktnya sudah terdaftar tetapi pas sy buka g bisa malah ktnya aplikasi telah berhenti,gmna inih ktnya mempermudah tp g bisa d gunakan mlh ribet","['kak', 'login', 'daftar', 'pas', 'buka', 'berhentigmna', 'mudah', 'ribet']",1,1,0,0
Respon cepat terimakasih sangat membantu pada zaman sekarang yang serba elektronik.. terimakasih,"['respon', 'cepat', 'terimakasih', 'bantu', 'zaman', 'serba', 'elektronik', 'terimakasih']",0,0,2,0
Pelayanan Privy excellent,"['layan', 'excellent']",0,0,2,0
"Fitur chat inbox ya dimana ya? Mau tanya cs Rp di jawab bot ribet, GK ada jawaban nya","['fitur', 'chat', 'inbox', 'ya', 'mana', 'ya', 'cs', 'rp', 'bot', 'ribet', 'nya']",0,0,1,0
layanan nya luar biasa,"['layan', 'nya']",0,0,2,0
Customer servicenya sangat membantu,"['customer', 'servicenya', 'bantu']",0,0,2,0
Pelayanan yg baik,['layan'],0,0,2,0
Respon sangat cepat,"['respon', 'cepat']",0,0,2,0
"GK bisa login udah berbagai cara mempersulit BKN mempermudah, memper ruwet, memper pusing","['login', 'sulit', 'mudah', 'memper', 'ruwet', 'memper', 'pusing']",1,1,0,0
Sangat cepat dlm penanganan masalah,"['cepat', 'tangan']",0,0,2,0
"terima kasih,respon admin dalam melayani sangat tanggap","['terima', 'kasihrespon', 'admin', 'layan', 'tanggap']",0,0,2,0
Callcenter cepat tanggap,"['callcenter', 'cepat', 'tanggap']",0,0,2,0
Responsif dan solutif👍👍🙏🙏,"['responsif', 'solutif']",0,0,2,0
Ribet sekali.... Verivikasi wajah berulang2 Mulu...,"['ribet', 'verivikasi', 'wajah', 'ulang', 'mulu']",1,1,0,0
"Sangat membantu,tpi saya bingung ko pendaftaran tanda tangan digital prisenya tdk dapat dilanjut dgn alasn email dan no hp saya sudah tercantum, coba gmn ini solusinya","['membantutpi', 'bingung', 'daftar', 'tanda', 'tangan', 'digital', 'prisenya', 'lanjut', 'alasn', 'email', 'no', 'hp', 'cantum', 'coba', 'solusi']",1,2,0,0
"Ini keren sih aplikasinya, inovasi baru berupa ttd digital. Fiturnya sudah terautentikasi biometrik, jd lebih aman dalam mengelola dokumen digital","['keren', 'sih', 'aplikasi', 'inovasi', 'ttd', 'digital', 'fiturnya', 'autentikasi', 'biometrik', 'aman', 'kelola', 'dokumen', 'digital']",2,2,0,0
"Sangat membantu dan benar-benar terjamin keamanannya ditambah privyID bekerja sama dengan layanan perbankan, cuma sayang saya sulit sekali mendapat SMS atau email untuk kode otp","['bantu', 'benarbenar', 'jamin', 'aman', 'tambah', 'layan', 'perban', 'sayang', 'sulit', 'sms', 'email', 'kode', 'otp']",1,2,0,0
"Mau ganti nmor telfon aja ribet banget..aplikasi ga jelas apa apa susah,,,,","['ganti', 'nmor', 'telfon', 'ribet', 'bangetaplikasi', 'susah']",1,1,0,0
Saya ga ngerti .data udah masuk.giliran pas tanda tangan di tolak mulu. Klu ga bisa lngsung hapus data saya. Buang buang waktu aja pHP,"['erti', 'data', 'masukgiliran', 'pas', 'tanda', 'tangan', 'tolak', 'mulu', 'langsung', 'hapus', 'data', 'buang', 'buang', 'php']",1,1,0,0
"Ko udh upload foto, hasilnya nge blur mulu gimana bisa diproses aneh aplikasinyaaaa ga mendukung bgt, mempersulit untuk di accept jadinya.","['upload', 'foto', 'hasil', 'nge', 'blur', 'mulu', 'proses', 'aneh', 'aplikasinyaaaa', 'dukung', 'banget', 'sulit', 'accept']",1,1,0,0
"Aplikasi gg jelas.. Mau ganti no hp aja susah.. Padahal uda kasih semua data"" . Huuuu jangan pada download dehhh.. Gg guna kalo gag bisa membantu","['ganti', 'no', 'hp', 'susah', 'kasih', 'data', 'huuuu', 'download', 'deh', 'kalo', 'bantu']",1,1,0,0
"Hadeuhh suruh gelengkan kepala sampai pusing ga brhasil"" gmn ini, apliksi ribet seribet ribet nya","['hadeuhh', 'suruh', 'geleng', 'kepala', 'pusing', 'hasil', 'apliksi', 'ribet', 'seribet', 'ribet', 'nya']",1,1,0,0
"aplikasi sampah,begini kok di pakai sama akulaku.mau daftar gk bisa2,dasar sampah,cape geleng2 kan kepala bro,buang aja aplikasi begini,gk ada guna","['sampahbegini', 'pakai', 'akulakumau', 'daftar', 'bisadasar', 'sampahcape', 'geleng', 'kepala', 'brobuang', 'beginigk']",1,1,0,0
app ga jelas masa baru daftar trs mau masuk ada jawaban NIK anda sudah terverifikasi tpi gbisa di gunakan.. Gda guna nya,"['app', 'daftar', 'masuk', 'nik', 'verifikasi', 'gbisa', 'enggak ada', 'nya']",1,1,0,0
aplikasi nya ga jelas susah... disuruh ambil poto wajah ga bisa2. di suruh ini itu tp ga bisa2 jg. ujung2 nya wajah ga di kenal. mentang wajah gw jelek kali jd ga di kenal.hedeeeeeh ribet dah,"['nya', 'susah', 'suruh', 'ambil', 'poto', 'wajah', 'suruh', 'ujung', 'nya', 'wajah', 'kenal', 'mentang', 'wajah', 'gue', 'jelek', 'kali', 'kenalhedeeeeeh', 'ribet', 'deh']",1,1,0,0
"saya kira privy.id sangat bisa membantu buat tanda tangan elektronik..tpi susah nya mau ganti no hp yang sudah tidak bisa di gunakan tidak bsa membantu,,harus nya ga udah di adakan proses tanda tangan elektronik ini...","['bantu', 'tanda', 'tangan', 'elektroniktpi', 'susah', 'nya', 'ganti', 'no', 'hp', 'membantuharus', 'nya', 'adakan', 'proses', 'tanda', 'tangan', 'elektronik']",1,1,0,0
Hey anjing! saya belum pernah daftar knpa pas mau daftar sudah terdaftar tolollll!!! kalau bener udah terdaftar mana akun PrivyID gua bangsat susah banget aplikasi tolol!!!,"['hey', 'anjing', 'daftar', 'pas', 'daftar', 'daftar', 'tolollll', 'daftar', 'akun', 'gua', 'bangsat', 'susah', 'banget', 'tolol']",1,1,0,0
semoga makin berkembang,"['moga', 'kembang']",0,0,0,0
