review,stemmed_review,login_verifikasi_1,login_verifikasi_2,login_verifikasi_3,final_login_verifikasi,efisiensi_1,efisiensi_2,efisiensi_3,final_efisiensi,layanan_pengguna_1,layanan_pengguna_2,layanan_pengguna_3,final_layanan_pengguna,responsivitas_1,responsivitas_2,responsivitas_3,final_responsivitas
"makin kesini makin dipersulit. sudah topup banyak malah sertifikat kadaluarsa yang tujuannya juga ga tau untuk apa. kita cuma mau tanda-tangan. malah di persulit. belum lagi prosesnya malah gak bisa-bisa sudah berulang coba verifikasi gagal terus. abis ini pindah aja, terlalu banyak kendala yang ribet dan ga bisa beres..","['kesini', 'sulit', 'topup', 'sertifikat', 'kadaluarsa', 'tuju', 'tau', 'tandatangan', 'sulit', 'proses', 'bisabisa', 'ulang', 'coba', 'verifikasi', 'gagal', 'habis', 'pindah', 'kendala', 'ribet', 'beres']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
server benerin lah,"['server', 'benerin']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
verifikasi susah .gagal di tengah.harus ngulang dari awal .sudah di coba 24 kali .gagal terus,"['verifikasi', 'susah', 'gagal', 'tengahharus', 'ngulang', 'coba', 'kali', 'gagal']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rumit bener foto selfinya. Dari nyengir kuda sampe nyengir onta keliatan gigi, gagal melulu. Gimana ini?","['rumit', 'foto', 'selfinya', 'sengir', 'kuda', 'sengir', 'onta', 'gigi', 'gagal', 'melulu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
privy sangat membantu,['bantu'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
lebih cepat dapat informasi,"['cepat', 'informasi']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Gila. Berkali kali Update sertifikat susah dan ribet bgt,"['gila', 'kali', 'kali', 'update', 'sertifikat', 'susah', 'ribet', 'banget']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Sekian lama bisa masuk juga akhirnya huhhh,"['sekian', 'masuk', 'huhhh']",2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
cukup simpel dan mudah digunakan,"['simpel', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Kenapa saya login akun tidak dapat masuk karena kata sandinya selalu salah,padahal sudah Benar","['login', 'akun', 'masuk', 'sandi', 'salahpadahal']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapa tidak bisa buka padahal sudah update versi,"['buka', 'update', 'versi']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
urusan tandatangan digital jadi lebih mudah,"['urus', 'tandatangan', 'digital', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
bagus banget aplikasinya sangat berguna,"['bagus', 'banget', 'aplikasi', 'guna']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
sangat baik dan membantu,['bantu'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Mantap, mudah digunakan","['mantap', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
good. memudahkan proses tanda tangan dokumen,"['good', 'mudah', 'proses', 'tanda', 'tangan', 'dokumen']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Mudah Dan Cepat,"['mudah', 'cepat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Ga punya akses buat cek ktp kayanya ini aplikasi,"['akses', 'cek', 'ktp', 'kaya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
registrasi tidak jelas sudah terdaftar tapi tidak menerima password,"['registrasi', 'daftar', 'terima', 'password']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"monyett bener ,, kepala udah di geleng ke kanan ke kiri masih aja susah masuk ,, leher kepala sampai sakit #goblokks","['monyett', 'kepala', 'geleng', 'kanan', 'kiri', 'susah', 'masuk', 'leher', 'kepala', 'sakit', 'goblokks']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bagus tingkat lagi pelayanan nya,"['bagus', 'tingkat', 'layan', 'nya']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
tidak mutu. swafoto selalu gagal. GAK PAKAI LAMA. UNINSTALL APK PRIVYID 👎,"['mutu', 'swafoto', 'gagal', 'pakai', 'uninstall', 'apk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bagus bet dah,"['bagus', 'banget', 'deh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
aplikasi berjalan dengan baik,['jalan'],0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2
"Aplikasi bobrok, berkali kali foto..padahal sudah berhasil, msh saja di ulang ulang","['bobrok', 'kali', 'kali', 'fotopadahal', 'hasil', 'ulang', 'ulang']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PELAYANAN CS SANGAT RAMAH,"['layan', 'cs', 'ramah']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
TERIMA KASIH PRIVY.ID,"['terima', 'kasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
aplikasi yg sangat membantu,['bantu'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Lama sekali mrngeluarkan sertifikat digital sehingga menghambat kinerja yang harysnya cepat jadi lamban..,"['mrngeluarkan', 'sertifikat', 'digital', 'hambat', 'kerja', 'harysnya', 'cepat', 'lamban']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
G bisa d buka,['buka'],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Diperbaiki lagi dong, mentok di verifikasi gagal terus heran","['baik', 'mentok', 'verifikasi', 'gagal', 'heran']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ambil foto aja ribet banget nie aplikasi nyusahin gagal terus gak jelas banget, gak kebaca mulu","['ambil', 'foto', 'ribet', 'banget', 'susah', 'gagal', 'banget', 'baca', 'mulu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aplikasi nya sangat lemah, udah beberapa kali daftar email saya enggak di respon, malah selalu kembali pas di swa fhoto, tolong pihak aplikasi nya di perbaiki.....","['nya', 'lemah', 'kali', 'daftar', 'email', 'respon', 'pas', 'swa', 'foto', 'tolong', 'nya', 'baik']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapa apk nya tidak bisa dibuka kembali,"['apk', 'nya', 'buka']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Gaguna banget aplikasi foto wajah diulang2 sampe 30 kali tetap gagal emang gaguna,"['gaguna', 'banget', 'foto', 'wajah', 'ulang', 'kali', 'gagal', 'gaguna']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gabisa verifikasi wajah, padahal sudah sesuai instruksi, cahaya bagus, background polos, apk gajelas","['enggak bisa', 'verifikasi', 'wajah', 'sesuai', 'instruksi', 'cahaya', 'bagus', 'background', 'polos', 'apk', 'enggak jelas']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aku kasih bintang lima karna admin WA bisa menemukkan solusi bagus,"['kasih', 'bintang', 'admin', 'wa', 'tuk', 'solusi', 'bagus']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Untuk swafoto nya susah, masa udah ditempat terang dan jelas masih kaga bisa ambil foto. Kan aneh, tolong dong dipermudah buat fotonya. Masa harus foto berkali-kali tetap kaga bisa. Aplikasi buat ribet banget, ini registrasi mentok cuman di foto doang, lama bet kaga guna kalau gini nih kalau suruh swafoto tapi dipersulit.","['swafoto', 'nya', 'susah', 'tempat', 'terang', 'kagak', 'ambil', 'foto', 'aneh', 'tolong', 'mudah', 'foto', 'foto', 'berkalikali', 'kagak', 'ribet', 'banget', 'registrasi', 'mentok', 'cuman', 'foto', 'doang', 'banget', 'kagak', 'nih', 'suruh', 'swafoto', 'sulit']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Proses daftar lansung keluar knpa ya,"['proses', 'daftar', 'lansung', 'ya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aplikasi Taik, sudah bolak balik terbitkan ulang sertifikat, tapi tetap saja kadaluarsa, jangan download aplikasi ini apalagi sampai bayar, tdk bisa digunakan !!!","['tahi', 'bolak', 'terbit', 'ulang', 'sertifikat', 'kadaluarsa', 'download', 'bayar']",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
proses mudah dan jelas sekali,"['proses', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"memudahkan dalam segala hal, terbaik","['mudah', 'baik']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sulit untuk menerima OTP pesan,"['sulit', 'terima', 'otp', 'pesan']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapq privy nya gk bisa di buka dan selalu terhenti,"['kenapq', 'nya', 'buka', 'henti']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Susah geleng"" Nya","['susah', 'geleng', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"tolong dong buat helpdesk kalo lagi dibutuhin tuh gercep, ini aku sari tadi jam 9 malem sampai setengah 12 verif wajah buat sertifikat digital ajaa lamanyaaaa masyallahhh","['tolong', 'helpdesk', 'kalo', 'dibutuhin', 'tuh', 'gercep', 'sari', 'jam', 'malam', 'verif', 'wajah', 'sertifikat', 'digital', 'lamanyaaaa', 'masyallahhh']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
OTP via sms susah didapet,"['otp', 'via', 'sms', 'susah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ini gimana habis foto ktp loading muter ditunggu2 ngga kelar kluar aplikasi masuk lgi dah gagal diulang sama aja ,ngga jelas","['habis', 'foto', 'ktp', 'loading', 'muter', 'tunggu', 'kelar', 'masuk', 'deh', 'gagal', 'ulang']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Aplikasi sangat membantu,['bantu'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
saya berterima kasih dgn vida,"['terima', 'kasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi tiba² keluar, pas mau upload foto, diulang terus tetep keluar²....","['pas', 'upload', 'foto', 'ulang']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
membantu menyediakan transaksi dengan instansi,"['bantu', 'sedia', 'transaksi', 'instansi']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi buruk yang pernah saya instal Kirim otp aja lama data yg d dafttarkan tidak sesuai dengan profil bikin perjanjian terhambat !!!!!!,"['buruk', 'instal', 'kirim', 'otp', 'data', 'dafttarkan', 'sesuai', 'profil', 'bikin', 'janji', 'hambat']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
aplikasi tidak bisa dibuka,['buka'],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
kenapa privyid ku ketika mau memperpanjang setifikat kadaluarsa tidak bisa ngirim kode otp sedangkan email bisa? ini urgent banget mau ttd kontrak kerja,"['ku', 'panjang', 'setifikat', 'kadaluarsa', 'kirim', 'kode', 'otp', 'email', 'urgent', 'banget', 'ttd', 'kontrak', 'kerja']",1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
aplikasi ini sangat membantu Untuk melamar pekerjaan 🤣,"['bantu', 'lamar', 'kerja']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi ampas mau login error terus,"['ampas', 'login', 'error']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"kurang paham sya mau bikin tanda tangan bwt usaha berjualan d online,tapi muter""balik lgi kesemula, tolong d bantuin KK gmn caranya,sya g faham","['paham', 'bikin', 'tanda', 'tangan', 'usaha', 'jual', 'onlinetapi', 'muterbalik', 'mula', 'tolong', 'bantuin', 'kakak', 'caranyasya', 'faham']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Nyusahin ga admin ga cs ga membantu mao tanda tangan ajah ribet mau upload dokumen ribet. Saran buat merchan online jangan kerja sama sama ini lah ribett,"['susah', 'admin', 'cs', 'bantu', 'tanda', 'tangan', 'ribet', 'upload', 'dokumen', 'ribet', 'saran', 'merchan', 'online', 'kerja', 'ribett']",0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
Ga jelas sandi udh benar msh slh aja,"['sandi', 'salah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tidak bs masuk,['masuk'],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sangat baik dan membantu sekali,['bantu'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"registrasi berulang² dan berhasil tapi tetap tidak menerima verifikasi email utk akun prifyId nya, eh... ternyata registrasi hanya bisa menggunakan pc/laptop jd tdk bisa registrasi pakai hp. kan ribet ya...","['registrasi', 'ulang', 'hasil', 'terima', 'verifikasi', 'email', 'akun', 'prifyid', 'nya', 'eh', 'registrasi', 'pclaptop', 'registrasi', 'pakai', 'hp', 'ribet', 'ya']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Susah masuk, lupa password, ngapain juga password nya dibikin harus susah","['susah', 'masuk', 'lupa', 'password', 'kapai', 'password', 'nya', 'bikin', 'susah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tidak bisa daftar saat foto lgsg balik ke awal,"['daftar', 'foto', 'langsung']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"payah, minta kode OTP nomor telepon tapi ga muncul muncul di SMS maupun di WHATSAPP nya!!! udh chat CS nya juga tapi tetap aja hasilnya nihil... kacau!!!","['payah', 'kode', 'otp', 'nomor', 'telepon', 'muncul', 'muncul', 'sms', 'whatsapp', 'nya', 'chat', 'cs', 'nya', 'hasil', 'nihil', 'kacau']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
Vertivikasi wajahnya selalu gagal apk ga jelas,"['vertivikasi', 'wajah', 'gagal', 'apk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mantap proses cepat,"['mantap', 'proses', 'cepat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Pas saya sudah verifikasi wajah kok langsung force close terus gabisa masuk lagi!! Paraah ini gimana solusinya,"['pas', 'verifikasi', 'wajah', 'langsung', 'force', 'close', 'enggak bisa', 'masuk', 'parah', 'solusi']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"Gak jelas, nyusah in orang aja. Udah bener ngikutin intruksi, gagal melulu🙄🙄🙄","['nyusah', 'orang', 'ikut', 'intruksi', 'gagal', 'melulu']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Payah. Dua kali pembubuhan e-meterai tiba-tiba lokasi e-meterainya berubah. Numpuk ke isi dokumen. Padahal sebelumnya lokasi e-meterainya sudah ditempatkan di posisi yang pas. Bagaimana ini min? Dua kali pembubuhan loh ini. Gak bisa dibatalin lagi prosesnya... Nyesel buang2 duit.,"['payah', 'kali', 'bubuh', 'emeterai', 'tibatiba', 'lokasi', 'emeterainya', 'ubah', 'numpuk', 'isi', 'dokumen', 'lokasi', 'emeterainya', 'tempat', 'posisi', 'pas', 'min', 'kali', 'bubuh', 'loh', 'dibatalin', 'proses', 'sesal', 'buang', 'duit']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Susah banget pas bagian verifikasi wajah gak ke deteksi mulu konyol,"['susah', 'banget', 'pas', 'verifikasi', 'wajah', 'deteksi', 'mulu', 'konyol']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mempermudah proses.. 👍,"['mudah', 'proses']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
sangat membantu dan lebih efisien,"['bantu', 'efisien']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
tanda tangan dokumen jadi semakin mudah. terimakasih,"['tanda', 'tangan', 'dokumen', 'mudah', 'terimakasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Saat foto susah banget berkali kali tidak bisa,"['foto', 'susah', 'banget', 'kali', 'kali']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gagal terus padahal ktp dengan muka sudah sama itu kenapa?,"['gagal', 'ktp', 'muka']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tidak bisa masuk terus...selalu ada tulisan privy telah berhenti..cape dehh,"['masuk', 'terusselalu', 'tulis', 'berhenticape', 'deh']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
sangat membantu dalam era digital sekarang,"['bantu', 'era', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
mudah dan cepat,"['mudah', 'cepat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
sangat membantu dan keren,"['bantu', 'keren']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Ini kok untuk kode otp pas masukin no telpon gak bisa bisa, udah berkali kali tetep gak muncul","['kode', 'otp', 'pas', 'pasuk', 'no', 'telpon', 'kali', 'kali', 'muncul']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"The app is awful; it's challenging to complete the registration for a new account, especially when detecting the live selfie. I've tried many times, even on different devices (PC and phone), and it still doesn't work.","['the', 'app', 'is', 'awful', 'its', 'challenging', 'complete', 'the', 'registration', 'for', 'a', 'new', 'account', 'especially', 'when', 'detecting', 'the', 'live', 'selfie', 'ive', 'tried', 'many', 'times', 'even', 'on', 'different', 'devices', 'pc', 'and', 'phone', 'and', 'still', 'doesnt', 'work']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sudah berulang kali verifikasi wajah, sudah tidak pakai aksesoris di wajah, pencahayaan sudah sangat cukup, selalu gagal","['ulang', 'kali', 'verifikasi', 'wajah', 'pakai', 'aksesoris', 'wajah', 'cahaya', 'gagal']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tolong diperbaiki, aplikasi saat liveness detectionnya gagal terus padahal sudah mengikuti sesuai petunjuk","['tolong', 'baik', 'liveness', 'detectionnya', 'gagal', 'ikut', 'sesuai', 'tunjuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Apaaan baru juga login udah di mintain pasword aja, pas daftar gak di suruh masukin pasword gimana sihh, udah di ajuin minta ulang malah kgk di kasih pasword nya malh user name sama email aja yang di kasih 😑😑","['login', 'mintain', 'pasword', 'pas', 'daftar', 'suruh', 'pasuk', 'pasword', 'sih', 'ajuin', 'ulang', 'kgk', 'kasih', 'pasword', 'nya', 'user', 'name', 'email', 'kasih']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Selfie gagal berkali2, sudah menoleh dan menggeleng. Malah disuruh registrasi ulang. Payah, aplikasi gagal nih","['selfie', 'gagal', 'kali', 'toleh', 'geleng', 'suruh', 'registrasi', 'ulang', 'payah', 'gagal', 'nih']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sekarang kalau mau tanda tangan dokumen udah gx susah lagi besti.. pake Vida sign dijamin lancar pokoknya... Semua urusan jadi lebih mudah,"['tanda', 'tangan', 'dokumen', 'susah', 'besti', 'pakai', 'sign', 'jamin', 'lancar', 'pokok', 'urus', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Jangan Pakai Privy, sangat kurang profesional helpdesk","['pakai', 'profesional', 'helpdesk']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Berguna banget ini aplikasi terutama untuk aku yang pekerjaan nya banyak dilakukan secara online. Sehingga untuk tandatangan berkas-berkas penting juga tidak terhambat. Ditambah keamanan nya juga terjamin. Mantap deh,"['guna', 'banget', 'kerja', 'nya', 'online', 'tandatangan', 'berkasberkas', 'hambat', 'tambah', 'aman', 'nya', 'jamin', 'mantap', 'deh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi dengan security tinggi tp di jamin ke Amanda ya ,dan semoga kedepanya makin baik dan memudahkan kita para konsumenya","['security', 'jamin', 'amanda', 'ya', 'moga', 'depa', 'mudah', 'konsumenya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi paling bobrok dalam verifikasi wajah,"['bobrok', 'verifikasi', 'wajah']",1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pas poto KTP terang banget tp pas poto selpi kenapa kamera tidak terang sama sekali,"['pas', 'poto', 'ktp', 'terang', 'banget', 'pas', 'poto', 'selpi', 'kamera', 'terang']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mantap sangat membantu sukses selalu.,"['mantap', 'bantu', 'sukses']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Mau bilang aplikasi jelek kok takut karma. Tapi sejujurnya saya nggak suka karena mendeteksi wajah saja tidak bisa. Masak saya dibilang nggak hidup. Sewaktu detect liveness selalu gagal.
Jadi agak skepstis kl aplikasi ini aman digunakan.","['bilang', 'jelek', 'takut', 'karma', 'jujur', 'suka', 'deteksi', 'wajah', 'masak', 'bilang', 'hidup', 'detect', 'liveness', 'gagal', 'skepstis', 'kalo', 'aman']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gagal upload terus,"['gagal', 'upload']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Bug terlalu banyak,['bug'],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
simple sangat mudah & praktis,"['simple', 'mudah', 'praktis']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Mau daftar aja di persulit, bekali-kali masukin email ga terdaftar terus...","['daftar', 'sulit', 'bekalikali', 'pasuk', 'email', 'daftar']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Membantu proses administrasi jarak jauh.,"['bantu', 'proses', 'administrasi', 'jarak']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Cukup praktis menggunakan privy,['praktis'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Kenapa ya sudah sesi gelengkan kepala kanan dan kiri aplikasinya selalu keluar sendiri, aplikasinya rusak apa gimana?","['ya', 'sesi', 'geleng', 'kepala', 'kanan', 'kiri', 'aplikasi', 'aplikasi', 'rusak']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
sangat bagus kancar,"['bagus', 'kancar']",0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
Kenapa tiba2 dokumen kadaluarsa.. saya sudah isi ulang saldo masih tetap sama dan tidak bisa dibuka aplikasinya. Saya bingung,"['dokumen', 'kadaluarsa', 'isi', 'ulang', 'saldo', 'buka', 'aplikasi', 'bingung']",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
Sandi tidak bisa tereset,"['sandi', 'tereset']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ga dapet dapet kode otp udh ngirim 4x woii , gimana ini mau tanda tangan kontrak kerja gabisa , gimana sii , udhh ke 7x saya ngirim kode otp buat tanda tangan kontrak gimana sii , respon nya yg cepet dong udh tau saya butuh keadaan penting kaya gini juga","['kode', 'otp', 'kirim', 'kali', 'woii', 'tanda', 'tangan', 'kontrak', 'kerja', 'enggak bisa', 'sih', 'udhh', 'kali', 'kirim', 'kode', 'otp', 'tanda', 'tangan', 'kontrak', 'sih', 'respon', 'nya', 'cepat', 'tau', 'butuh', 'kayak']",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"ribet verifikasinya ambil foto gagal terus ribet kali padahal udah sesuai , makasihh","['ribet', 'verifikasi', 'ambil', 'foto', 'gagal', 'ribet', 'kali', 'sesuai', 'makasihh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
aplikainya sangat membantu,"['aplikainya', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Udah foto berulang2 ngga bisa2 terdaftar saat daftar ngelag terus bagian foto,"['foto', 'ulang', 'daftar', 'daftar', 'ngelag', 'foto']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Simple dan tidak ribet.,"['simple', 'ribet']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Mantap!!! Tingkatkan privyID,"['mantap', 'tingkat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"lebih baik dr yg THN sebelumnya,sukses",['sebelumnyasukses'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Mau registrasi aja susah.. password udh bener Masi muncul notifikasi salah,"['registrasi', 'susah', 'password', 'muncul', 'notifikasi', 'salah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ini apk buat masuk ke akun saja susah banget, malah apk keluar sendiri mulu dari dulu bug gx pernah dibenerin apa ❓","['apk', 'masuk', 'akun', 'susah', 'banget', 'apk', 'mulu', 'bug', 'dibenerin']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Blm bisa kebuka,['buka'],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Bener"" Apk tidak berguna, sudah bolak balik daftar tetap gabisa malah kembali sendiri, giliran mau masuk lupa sandi, konfirmasi email linknya malah kadaluarsa, di chat minta bantuan dari wa dan email tidak respon, padahal orang butuh untuk kerja😡😡","['apk', 'guna', 'bolak', 'daftar', 'enggak bisa', 'gilir', 'masuk', 'lupa', 'sandi', 'konfirmasi', 'email', 'linknya', 'kadaluarsa', 'chat', 'bantu', 'wa', 'email', 'respon', 'orang', 'butuh', 'kerja']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
aplikasi jelek daftar aja ga bisa,"['jelek', 'daftar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aplikasi gajelas sandi udah bener tapi dibilang tidak cocok aneh, diperbaiki lagi ya","['enggak jelas', 'sandi', 'bilang', 'cocok', 'aneh', 'baik', 'ya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Baru saja daftar tapi katanya sudah terdaftar. Begemene maksudnya,"['daftar', 'daftar', 'begemene', 'maksud']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"sangat memudahkan, semua hanya dalam genggaman","['mudah', 'genggam']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Padahal lagi perlu bgt, liveness detection nya kacau. Udah ngikutin instruksi ttap gagal. Udah coba seminggu lebih, puluhan bahkan ratusan kali ga berhasil terus. Ini mau sampai kapan? 
Session expired terus wkwk.","['banget', 'liveness', 'detection', 'nya', 'kacau', 'ikut', 'instruksi', 'gagal', 'coba', 'minggu', 'puluh', 'ratus', 'kali', 'hasil', 'session', 'expired', 'wkwk']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"Saya sudah daftar sampai poto ktp, tetapi saat akan di pto selalu tidak bisa dan malah muncul ""sesi telah habis"". Bagaimana cara mengatasinya? Saya sdh mengikuti instruksi tetapi selalu gagal.","['daftar', 'poto', 'ktp', 'pto', 'muncul', 'sesi', 'habis', 'atas', 'ikut', 'instruksi', 'gagal']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
